ticker,n_rows,first_date,last_date,n_years,med_dollar_vol_recent252,med_dollar_vol_full,max_gap_days,error
DLY,1005,2011-01-27,2023-12-28,12.92,2199354.9814224243,2159423.941040039,1302,
DMAC,2869,2012-08-03,2023-12-28,11.4,113205.0018787384,19808.999729156498,5,
DMAY,910,2020-05-19,2023-12-28,3.61,338644.1947937012,212438.4949684143,4,
DMB,2688,2013-04-26,2023-12-28,10.67,546209.0087890625,657862.9922389984,4,
DMDV,1279,2018-11-28,2023-12-28,5.08,2192.4499511718755,2425.9000778198238,4,
DMF,8864,1988-10-24,2023-12-28,35.18,289949.0029335022,246851.50051116943,7,
DMLP,5263,2003-02-03,2023-12-28,20.9,2217579.4529914856,857808.0230712891,5,
DMO,3486,2010-02-24,2023-12-28,13.84,414742.49839782715,722195.4933643341,5,
DMPI,1854,2013-02-22,2020-07-02,7.36,147915.9013479948,58530.14912903309,4,
DMRC,6057,1999-12-02,2023-12-28,24.07,2131281.5551757812,1070450.0150680542,7,
DMRE,1,2020-07-02,2020-07-02,0.0,4869.551376342773,4869.551376342773,0,
DMRI,574,2017-08-02,2020-07-02,2.92,19649.199676513672,25587.499618530273,23,
DMRL,642,2017-08-02,2020-07-02,2.92,105125.44784545898,94727.40020751953,17,
DMRM,548,2017-08-02,2020-07-02,2.92,22449.849891662598,26845.250129699707,48,
DMRS,553,2017-08-02,2020-07-02,2.92,26372.249603271484,30084.999084472656,42,
DMTK,1607,2017-08-10,2023-12-28,6.38,797230.9826850891,824166.0063385963,4,
DMXF,889,2020-06-18,2023-12-28,3.53,1083228.4980773926,1102035.0151062012,4,
DMYT,1,2020-07-02,2020-07-02,0.0,211099.19605255127,211099.19605255127,0,
DNI,5543,1998-06-24,2020-07-02,22.02,432172.0104694367,336000.0,7,
DNJR,514,2018-03-20,2020-07-02,2.29,29977.00029015541,36385.55049449205,92,
DNK,1226,2007-01-03,2020-07-02,13.49,0.0,0.0,1145,
DNKN,1385,2015-01-02,2020-07-02,5.5,52263180.212402344,57919364.666748054,4,
DNL,4414,2006-06-16,2023-12-28,17.53,2069345.9867477417,307376.00326538086,5,
DNLI,636,2017-12-08,2020-06-19,2.53,7077033.110046387,6339552.85949707,4,
DNN,4754,2005-02-09,2023-12-28,18.88,6360026.871681213,738131.9922149181,5,
DNOV,1035,2019-11-18,2023-12-28,4.11,638671.489906311,645962.0162963867,4,
DNOW,1478,2014-05-20,2020-04-01,5.87,8879113.854408264,17606760.858869553,4,
DNP,9309,1987-01-21,2023-12-28,36.93,4989594.855976105,2489150.9907722473,7,
DNR,6250,1995-09-06,2020-07-02,24.82,11156500.199747086,19978356.844758987,7,
DO,6161,1995-10-11,2020-04-01,24.47,18300028.43055725,50257356.35986328,7,
DOC,2630,2013-07-19,2023-12-28,10.44,24060700.024032593,21984286.651992798,4,
DOCU,1428,2018-04-27,2023-12-28,5.67,159938375.7900238,234319400.43144226,4,
DOG,4411,2006-06-21,2023-12-28,17.52,22915529.530525208,17887304.104614258,5,
DOGZ,1516,2017-12-19,2023-12-28,6.02,26777.899951934814,70356.2757730484,4,
DOL,3524,2006-06-16,2020-06-19,14.01,1173499.976158142,945421.5177536011,5,
DOMO,1909,2008-03-31,2023-12-28,15.74,5262852.006626129,8123943.763923645,1339,
DON,4414,2006-06-16,2023-12-28,17.53,6489238.869476318,4952961.96937561,5,
DOO,1385,2015-01-02,2020-07-02,5.5,251040.9963607788,520055.9829711913,4,
DOOO,2617,2013-08-07,2023-12-28,10.39,4312570.062637329,363044.0101623535,4,
DOOR,3633,2009-07-24,2023-12-28,14.43,11399327.661895752,8977062.089538574,5,
DORM,7321,1991-03-12,2020-04-01,29.06,11925002.30140686,175312.5,7,
DOV,11040,1980-03-17,2023-12-28,43.78,106805142.2782898,24113147.936058044,7,
DOW,1204,2019-03-20,2023-12-28,4.77,226014132.2113037,242817891.10565186,4,
DOX,6424,1998-06-19,2023-12-28,25.52,54332990.4258728,35622059.37423706,7,
DOYU,1122,2019-07-17,2023-12-28,4.45,593312.9782438278,6450380.619060993,4,
DPG,3124,2011-08-01,2023-12-28,12.41,1207089.0201568604,1707516.4607524872,5,
DPHC,137,2019-04-17,2020-07-02,1.21,236289.00632858276,236289.00632858276,36,
DPHCU,300,2019-02-28,2020-07-02,1.34,0.0,0.0,26,
DPHCW,1,2020-07-02,2020-07-02,0.0,179285.70565223694,179285.70565223694,0,
DPST,2104,2015-08-20,2023-12-28,8.36,79430827.81448364,4119050.0,4,
DPW,5925,1996-12-17,2020-07-02,23.54,443829.49936389923,0.0,7,
DPZ,4901,2004-07-13,2023-12-28,19.46,203554746.9406128,35941439.57519531,5,
DQ,3329,2010-10-07,2023-12-28,13.22,36087136.782836914,4468958.881759644,5,
DRAD,4044,2004-06-10,2020-07-02,16.06,78147.4993467331,108194.99921798708,5,
DRADP,136,2019-09-13,2020-07-02,0.8,11094.499921798706,11094.499921798706,13,
DRD,6517,1994-05-16,2020-04-01,25.88,525974.0147590637,602154.0165424347,7,
DRE,8672,1986-02-06,2020-07-02,34.4,76275126.07154846,10598035.23349762,7,
DRH,4680,2005-05-26,2023-12-28,18.59,15849258.20786953,16012134.622097015,5,
DRI,7211,1995-05-09,2023-12-28,28.64,169708732.86895752,64904958.50753786,7,
DRIO,2701,2013-04-09,2023-12-28,10.72,340382.99310207367,118217.9985165596,4,
DRIV,1436,2018-04-17,2023-12-28,5.7,2618226.0266304016,1894083.0033302307,4,
DRN,3639,2009-07-16,2023-12-28,14.45,5090734.465074539,5898750.0,5,
DRNA,1618,2014-01-30,2020-07-02,6.42,10461852.687358856,2642422.0092773438,4,
DRQ,6588,1997-10-23,2023-12-28,26.18,5600155.997276306,12720810.08605957,7,
DRR,2986,2008-05-22,2020-04-01,11.86,6277.000045776367,259010.00175476074,5,
DRRX,5849,2000-09-28,2023-12-28,23.25,476488.00632953644,602735.9867858887,7,
DRTT,1620,2014-01-28,2020-07-02,6.43,94611.19885444641,11380.800032615662,4,
DRUA,993,2016-07-25,2020-07-02,3.94,1238647.983455658,1568506.9505691528,4,
DRV,3639,2009-07-16,2023-12-28,14.45,15181385.914421082,2269279.9682617188,5,
DRW,1385,2015-01-02,2020-07-02,5.5,327716.00074768066,326991.9942855835,4,
DS,4463,2002-10-10,2020-07-02,17.73,1272759.033036232,3182226.915836334,5,
DSE,1516,2014-06-26,2020-07-02,6.02,392096.3920533657,771039.0133857727,4,
DSGX,6272,1999-01-27,2023-12-28,24.92,8950067.603683472,270269.4368362427,7,
DSI,4306,2006-11-17,2023-12-28,17.11,9995065.640258789,1565421.983718872,5,
DSKE,2020,2015-12-18,2023-12-28,8.03,1479050.9545326233,1534221.998000145,4,
DSL,2688,2013-04-26,2023-12-28,10.67,4238048.8647937775,6302723.5713005075,4,
DSLV,2192,2011-10-17,2020-07-02,8.71,3861029.1419029236,3581808.98809433,5,
DSM,7648,1989-11-22,2020-04-01,30.36,843442.5210475922,627700.9920120239,7,
DSPG,6643,1994-02-14,2020-07-02,26.38,2157112.994861603,1628550.0,7,
DSS,7484,1994-04-08,2023-12-28,29.72,25391.099229454987,48375.198467075825,7,
DSTL,418,2018-10-24,2020-07-02,1.69,251968.50328445435,178080.99937438965,6,
DSU,6481,1998-03-30,2023-12-28,25.75,1281151.4740943909,1470150.0463485718,7,
DSWL,7162,1995-07-19,2023-12-28,28.44,6202.000200748444,57303.9999961853,7,
DSX,4725,2005-03-23,2023-12-28,18.77,1763414.0374541283,3543539.839076996,5,
DT,1111,2019-08-01,2023-12-28,4.41,101868742.77305603,87587601.14593506,4,
DTD,4414,2006-06-16,2023-12-28,17.53,1543025.0259399414,1146257.5023651123,5,
DTE,15605,1962-01-02,2023-12-28,61.98,128143591.12243652,6851775.0,7,
DTEA,1506,2013-12-16,2020-07-02,6.54,100672.49566316605,169558.99378061295,210,
DTEC,1509,2017-12-29,2023-12-28,6.0,239543.0061340332,409377.40936279297,4,
DTF,7142,1991-11-22,2020-04-01,28.36,147904.9988746643,140298.7506866455,7,
DTJ,1023,2016-06-10,2020-07-02,4.06,369813.98973464966,557064.9967193604,4,
DTN,1385,2015-01-02,2020-07-02,5.5,1222972.505569458,1344862.0574951172,4,
DTO,2969,2008-06-17,2020-04-01,11.79,149901.99584960938,6396245.844268799,5,
DTP,5016,2000-01-03,2020-07-02,20.5,1791779.4538497925,0.0,62,
DTQ,1949,2012-10-03,2020-07-02,7.75,290052.0034790039,275835.00423431396,5,
DTSS,1492,2017-11-02,2023-12-28,6.15,29843.700432032343,41936.001205444336,62,
DTUL,2447,2010-08-10,2020-06-29,9.89,0.0,0.0,14,
DTUS,2462,2010-08-10,2020-07-02,9.89,3114.9999618530273,18822.499275207516,18,
DTW,574,2016-06-08,2020-07-02,4.07,465587.98942565924,574427.0998001099,656,
DTY,897,2016-12-08,2020-07-02,3.56,386152.9926300049,451350.0,4,
DTYL,2457,2010-08-10,2020-07-02,9.89,0.0,0.0,22,
DUC,6912,1993-01-22,2020-07-02,27.44,236256.00872039795,483935.9897136688,7,
DUG,4257,2007-02-01,2023-12-28,16.9,2346733.954524994,6408320.0927734375,5,
DUK,11040,1980-03-17,2023-12-28,43.78,271330334.5779419,76084234.26952362,7,
DUKB,429,2018-10-18,2020-07-02,1.71,894051.019191742,1093315.0171279907,4,
DUKH,1879,2013-01-16,2020-07-02,7.46,692012.5124931335,777150.0,4,
DUO,2494,2007-11-28,2020-04-01,12.34,0.0,80764.06462073326,814,
DUOT,629,2017-05-31,2020-06-19,3.05,21829.950201511383,10282.799792289734,35,
DURA,1298,2018-10-31,2023-12-28,5.16,245585.00566482544,148328.4999847412,4,
DUSA,874,2017-01-12,2020-07-02,3.47,273316.7014122009,263193.8033103943,4,
DUSL,1676,2017-05-03,2023-12-28,6.65,658085.5033874512,460653.9943695068,4,
DUST,3286,2010-12-08,2023-12-28,13.05,50388781.1314106,76657365.5,5,
DVA,7089,1995-10-31,2023-12-28,28.16,60947084.20906067,46123293.59283447,7,
DVAX,5000,2004-02-19,2023-12-28,19.85,16544812.72559166,4961909.961986543,5,
DVD,5976,1996-10-04,2020-07-02,23.74,28350.500226020813,74871.00105285645,7,
DVLU,1331,2018-09-14,2023-12-28,5.29,23750.0,45719.99931335451,4,
DVN,9689,1985-07-22,2023-12-28,38.43,409360838.99593353,,5,
DVOL,1307,2018-10-18,2023-12-28,5.19,141931.999874115,276872.008895874,4,
DVP,1410,2014-09-23,2020-07-02,5.77,520985.48374176037,299957.3978424072,10,
DVY,5069,2003-11-07,2023-12-28,20.14,70376500.74920654,48780194.523620605,5,
DVYA,2981,2012-02-24,2023-12-28,11.84,97684.49993133545,133645.9930419922,5,
DWAS,2880,2012-07-19,2023-12-28,11.44,2497911.475753784,1756870.979309082,5,
DWAT,1049,2015-01-02,2020-07-01,5.49,6455.3998947143555,16235.000324249268,15,
DWAW,1,2020-07-02,2020-07-02,0.0,170515.00114440918,170515.00114440918,0,
DWEQ,113,2019-12-27,2020-07-02,0.51,84985.00175476074,84985.00175476074,5,
DWFI,1016,2016-06-14,2020-07-02,4.05,318277.00386047363,319844.70291137695,5,
DWLD,874,2017-01-12,2020-07-02,3.47,554359.9939346313,569148.002243042,4,
DWMC,413,2018-07-11,2020-07-02,1.98,6392.649841308594,8515.599822998049,7,
DWMF,430,2018-08-10,2020-07-02,1.89,100064.99919891357,74164.00136947632,15,
DWPP,804,2017-01-04,2020-07-02,3.49,177177.00176239014,91043.04828643799,9,
DWSH,1377,2018-07-11,2023-12-28,5.46,434781.9871902466,509796.004486084,4,
DWSN,8506,1990-03-26,2023-12-28,33.76,5485.000115633011,42692.50137805939,7,
DWUS,113,2019-12-27,2020-07-02,0.51,107184.00268554686,107184.00268554686,4,
DWX,3993,2008-02-20,2023-12-28,15.85,1055444.9867248535,3199950.044631958,5,
DX,9042,1988-02-10,2023-12-28,35.88,10494049.42612648,993845.9985733032,7,
DXB,3240,2007-05-21,2020-04-01,12.87,1897975.482749939,1449318.485736847,5,
DXC,12935,1972-06-01,2023-12-28,51.57,43864703.46736908,26182280.457115173,7,
DXCM,4710,2005-04-14,2023-12-28,18.7,312051812.81967163,29888342.03338623,5,
DXD,4396,2006-07-13,2023-12-28,17.46,15186624.155044556,27890886.564422607,5,
DXF,2418,2010-11-23,2020-07-02,9.61,8897.965516030788,23615.762088775635,5,
DXGE,1373,2015-01-02,2020-07-02,5.5,55657.00092315674,493920.0134277344,4,
DXJ,4414,2006-06-16,2023-12-28,17.53,40829004.97894287,29261768.997955322,5,
DXLG,9218,1987-06-02,2023-12-28,36.57,2329673.930168152,484467.98396110535,7,
DXPE,6454,1998-05-07,2023-12-28,25.64,2176097.937774658,1869833.5094451904,7,
DXR,9133,1983-07-25,2020-07-02,36.94,22967.499542236328,22315.99941253662,8,
DXYN,9347,1986-11-25,2023-12-28,37.09,18428.999769687653,109200.0,7,
DY,9974,1984-06-04,2023-12-28,39.56,30106845.24078369,4302577.029037476,7,
DYAI,3074,2008-01-16,2020-04-01,12.21,493345.0049877167,36649.500131607056,5,
DYFN,5,2020-06-26,2020-07-02,0.02,1660000.0,1660000.0,3,
DYHG,1,2020-07-02,2020-07-02,0.0,72625.1156616211,72625.1156616211,0,
DYLS,1102,2015-12-23,2020-05-27,4.43,280847.87125968933,352632.5889663696,6,
DYNF,1203,2019-03-21,2023-12-28,4.77,91742.44909286499,163677.20336914062,4,
DYNT,9159,1983-12-01,2020-04-01,36.33,13620.50005197525,10984.375,7,
DZSI,5064,2003-11-14,2023-12-28,20.12,789175.9908914566,365002.49667167664,5,
DZZ,3987,2008-02-28,2023-12-28,15.83,12388.499689102173,864551.9974708557,5,
E,7070,1995-11-28,2023-12-28,28.08,7544887.542819978,8956837.563991548,7,
EA,8635,1989-09-20,2023-12-28,34.27,238759132.87506104,133339121.20819092,7,
EAB,1384,2015-01-02,2020-07-02,5.5,120469.49930191041,178327.49853134155,4,
EAD,5247,2003-02-26,2023-12-28,20.84,1104656.013393402,1865481.9951057434,5,
EAE,1718,2013-06-06,2020-04-01,6.82,147172.50156402588,172379.50038909912,4,
EAF,1442,2015-01-13,2023-12-28,8.96,6081069.75069046,14083039.466881752,1136,
EAGG,1304,2018-10-23,2023-12-28,5.18,9803441.916275024,5683550.408935547,4,
EAI,921,2007-12-17,2020-07-02,12.54,0.0,0.0,1207,
EAOA,889,2020-06-18,2023-12-28,3.53,14756.750106811525,18595.500373840332,4,
EAOK,889,2020-06-18,2023-12-28,3.53,2404.6000480651855,2647.6999282836923,4,
EAOM,889,2020-06-18,2023-12-28,3.53,2546.4499473571777,5057.199859619141,4,
EAOR,889,2020-06-18,2023-12-28,3.53,13403.500080108643,14034.500122070312,4,
EARN,2685,2013-05-01,2023-12-28,10.66,624525.4958868027,741381.0067176819,4,
EARS,1488,2014-08-06,2020-07-02,5.91,129131.5966963768,174800.0,4,
EASG,1295,2018-11-05,2023-12-28,5.14,85330.50270080566,50713.59863281249,4,
EASI,510,2018-06-14,2020-07-02,2.05,63287.75062561035,91889.00079727171,4,
EAST,1759,2017-01-03,2023-12-28,6.98,24081.750116348267,85436.00444793701,4,
EAT,10077,1984-01-06,2023-12-28,39.98,33675511.56806946,20294500.0,7,
EB,1327,2018-09-20,2023-12-28,5.27,8747483.321857452,11557391.875457764,4,
EBAY,6357,1998-09-24,2023-12-28,25.26,202422512.68463135,390437824.07450676,7,
EBAYL,1087,2016-03-10,2020-07-02,4.31,1221313.4870529175,1433590.0201797485,4,
EBF,11040,1980-03-17,2023-12-28,43.78,1679690.5433654785,546877.4935245514,7,
EBIX,9197,1987-07-01,2023-12-28,36.49,7021668.011338711,266500.0039100647,7,
EBIZ,1277,2018-11-30,2023-12-28,5.08,71590.30227661133,175539.00833129883,4,
EBMT,5970,2000-04-06,2023-12-28,23.73,83050.99868774414,11732.49957561493,7,
EBND,3233,2011-02-24,2023-12-28,12.84,5636576.9329071045,2776205.9074401855,5,
EBON,883,2020-06-26,2023-12-28,3.5,108924.90062713623,1181369.9716567993,4,
EBR-B,6223,1996-10-24,2023-12-28,27.18,116851.7699174881,337350.0,29,
EBR,3802,2008-11-19,2023-12-28,15.1,7703618.819332123,4089477.0112514496,5,
EBS,4308,2006-11-15,2023-12-28,17.12,9345660.364055634,8163785.970783234,5,
EBSB,3134,2008-01-23,2020-07-02,12.44,2303050.542640686,858619.700717926,5,
EBTC,4751,2005-02-14,2023-12-28,18.87,404192.0087814331,145219.99797821048,5,
EC,2904,2008-09-18,2020-04-01,11.53,10644941.796183586,11954732.824230194,5,
ECC,2322,2014-10-08,2023-12-28,9.22,4234093.481731415,1594787.989473343,4,
ECCB,914,2016-10-11,2020-07-02,3.72,116993.5996055603,71959.99946594238,4,
ECCX,997,2018-04-30,2023-12-28,5.66,58112.499713897705,72065.0011062622,593,
ECCY,728,2017-08-09,2020-07-02,2.9,54015.75164794922,38662.5,4,
ECF,9456,1986-06-23,2023-12-28,37.51,297637.0038986206,133178.25241088867,7,
ECH,4054,2007-11-20,2023-12-28,16.1,14721598.303699493,10415812.975502014,5,
ECHO,2706,2009-10-02,2020-07-02,10.75,4339715.485954285,3654041.5245056152,5,
ECL,12827,1973-02-21,2023-12-28,50.85,168977309.46121216,,5,
ECLN,166,2019-08-21,2020-07-02,0.87,7865.999984741211,7865.999984741211,12,
ECOL,9049,1984-05-09,2020-04-01,35.9,7176658.943557739,272700.0,7,
ECOM,1782,2013-05-23,2020-06-19,7.07,916664.989900589,1481192.5283908844,4,
ECON,2459,2010-09-14,2020-06-19,9.76,835144.5183753967,3210138.9297485356,5,
ECOR,502,2018-06-22,2020-06-19,1.99,279943.1466281414,470642.99905300135,4,
ECOW,159,2019-05-06,2020-06-30,1.15,10182.499885559082,10182.499885559082,22,
ECOZ,1,2020-06-26,2020-06-26,0.0,110.70760345458984,110.70760345458984,0,
ECPG,6159,1999-07-09,2023-12-28,24.47,7625734.438323975,3519984.8880767818,7,
ECT,2519,2010-07-01,2020-07-02,10.0,32114.999932050705,227483.99312496185,5,
ED,15605,1962-01-02,2023-12-28,61.98,162113214.4996643,9645350.0,7,
EDAP,6646,1997-08-01,2023-12-28,26.41,445787.4929904938,116914.50177431107,7,
EDC,3775,2008-12-30,2023-12-28,14.99,2396699.981689453,24385698.252868652,5,
EDD,4201,2007-04-24,2023-12-28,16.68,758487.5004053116,2310737.981271744,5,
EDEN,1384,2015-01-02,2020-07-02,5.5,304152.5037765503,634648.0041503906,4,
EDF,3274,2010-12-27,2023-12-28,13.0,315599.49955940247,1039573.9700317382,5,
EDI,2803,2012-10-26,2023-12-18,11.14,242895.57625317574,532818.0107116698,5,
EDIT,1990,2016-02-03,2023-12-28,7.9,13846386.100196838,20088818.283843994,4,
EDIV,3233,2011-02-24,2023-12-28,12.84,789327.509021759,1529208.973312378,5,
EDN,4199,2007-04-26,2023-12-28,16.67,436561.9905471802,335286.00769042963,5,
EDNT,545,2018-05-03,2020-07-02,2.17,48988.99998664856,58823.99926185608,4,
EDOG,2456,2014-03-28,2023-12-28,9.75,37085.50090789795,86772.99938201904,4,
EDOW,1608,2017-08-09,2023-12-28,6.38,688323.9995956421,354677.20470428467,4,
EDRY,1404,2018-06-01,2023-12-28,5.57,115424.49970245361,163106.49728775024,4,
EDSA,3405,2010-06-21,2023-12-28,13.52,62704.999685287476,70056.00128173828,5,
EDU,4351,2006-09-15,2023-12-28,17.28,74769847.42107391,44318682.862091064,5,
EDUC,11039,1980-03-18,2023-12-28,43.78,19490.000462532043,12072.000503540039,7,
EDV,4008,2008-01-29,2023-12-28,15.91,31040412.963867188,6068347.846221924,5,
EDZ,3775,2008-12-30,2023-12-28,14.99,1858514.4718647003,15687960.218811035,5,
EE,8239,1989-07-07,2023-12-28,34.48,3381339.5035743713,3283676.0124206543,650,
EEA,9438,1986-07-18,2023-12-28,37.45,28907.998752593994,176811.99684143066,7,
EEFT,6748,1997-03-07,2023-12-28,26.81,32615332.962036133,8477295.85647583,7,
EEH,3190,2007-08-02,2020-05-22,12.8,0.0,0.0,51,
EELV,3009,2012-01-13,2023-12-28,11.96,3342865.54479599,1151571.9863891602,5,
EEM,5214,2003-04-14,2023-12-28,20.71,1173951745.0876236,1934320725.8993149,5,
EEMA,2991,2012-02-09,2023-12-28,11.88,2145443.980407715,1567222.9705810547,5,
EEMD,528,2017-11-30,2020-07-02,2.59,10761.000156402588,11339.749813079834,8,
EEMO,1001,2015-01-02,2020-07-02,5.5,15956.999683380127,45968.00079345703,60,
EEMS,3111,2011-08-18,2023-12-28,12.36,907583.9973449707,857280.029296875,5,
EEMV,3067,2011-10-20,2023-12-28,12.19,23337471.83265686,21531574.05166626,5,
EEMX,756,2016-11-15,2020-07-02,3.63,105778.0481338501,64474.5002746582,27,
EES,4242,2007-02-23,2023-12-28,16.84,1232579.4841766357,1114422.5183486938,5,
EET,1,2020-07-02,2020-07-02,0.0,379771.84701538086,379771.84701538086,0,
EEV,4067,2007-11-01,2023-12-28,16.16,83680.00106811523,1846416.0656738281,5,
EEX,1679,2017-04-28,2023-12-28,6.67,203504.99603748322,775851.9807815552,4,
EFAD,2355,2014-08-21,2023-12-28,9.35,228594.3473815918,314520.20835876465,4,
EFAS,787,2016-12-16,2020-07-01,3.54,45088.39912414551,25397.99928665161,26,
EFAV,3067,2011-10-20,2023-12-28,12.19,24437363.655090332,34239633.08792114,5,
EFAX,807,2016-11-03,2020-07-02,3.66,127452.65102386475,80123.99597167969,15,
EFC,3328,2010-10-08,2023-12-28,13.22,9388150.554800034,2404490.071582794,5,
EFF,1768,2013-06-26,2020-07-02,7.02,259392.4973487854,377133.0100059509,4,
EFG,4631,2005-08-05,2023-12-28,18.4,53969542.850112915,8609752.307128906,5,
EFL,742,2017-07-10,2020-07-02,2.98,549289.5046234131,483166.51334762573,15,
EFO,3668,2009-06-04,2023-12-28,14.57,76902.50072479248,66304.99935150146,5,
EFOI,7393,1994-08-18,2023-12-28,29.36,12645.690227866173,46000.0,7,
EFR,5057,2003-11-25,2023-12-28,20.09,828924.0225791931,1600287.033843994,5,
EFSC,4209,2003-07-15,2020-04-01,16.71,3723009.949493408,514560.009765625,5,
EFT,4892,2004-07-26,2023-12-28,19.42,904079.0030479432,1706281.483888626,5,
EFU,4072,2007-10-25,2023-12-28,16.18,52069.501304626465,131831.00061416626,5,
EFV,4631,2005-08-05,2023-12-28,18.4,85052434.08622742,12398126.626586916,5,
EFX,11040,1980-03-17,2023-12-28,43.78,152306397.71270752,12461549.347305298,7,
EFZ,4072,2007-10-25,2023-12-28,16.18,1131508.4930419922,1307282.0187568667,5,
EGAN,5219,1999-09-23,2020-06-19,20.74,1041502.5011539459,43500.00143051148,7,
EGBN,6156,1999-07-14,2023-12-28,24.46,6735419.9365615845,627313.6283397675,7,
EGF,3631,2005-10-27,2020-04-01,14.43,44693.001556396484,345059.0065956116,5,
EGHT,6667,1997-07-02,2023-12-28,26.49,5209597.610378265,2875534.935092926,7,
EGIF,1,2020-07-02,2020-07-02,0.0,225816.79357147214,225816.79357147214,0,
EGLE,4658,2005-06-28,2023-12-28,18.5,8806955.933380127,2375878.6376953125,5,
EGO,5270,2003-01-23,2023-12-28,20.93,14657874.032115936,16306182.458066944,5,
EGOV,5277,1999-07-15,2020-07-02,20.97,7511188.409614563,2409782.9177856445,7,
EGP,12826,1973-02-21,2023-12-28,50.85,41439400.33111572,400440.625,7,
EGPT,3490,2010-02-18,2023-12-28,13.86,138804.00352478027,259314.50099945068,5,
EGRX,2487,2014-02-12,2023-12-28,9.87,2474444.9686050415,7551439.853668213,4,
EGY,7785,1993-01-29,2023-12-28,30.91,4226853.056430817,491369.9928998947,7,
EH,1018,2019-12-12,2023-12-28,4.04,10257867.51794815,7448804.839515686,4,
EHC,9391,1986-09-24,2023-12-28,37.26,35572963.31863403,14561381.885528564,7,
EHI,5141,2003-07-29,2023-12-28,20.42,342613.50269317627,945437.963104248,5,
EHTH,4326,2006-10-20,2023-12-28,17.19,2143540.47703743,3433785.6043815613,5,
EIC,3818,2007-05-30,2023-12-28,16.58,482625.0078201294,130315.95640182495,19,
EIDO,3435,2010-05-07,2023-12-28,13.64,9215170.861530304,12999285.281181335,5,
EIDX,513,2018-06-20,2020-07-02,2.03,5588973.040771484,3821817.802429199,4,
EIG,4258,2007-01-31,2023-12-28,16.91,4404727.621459961,3791466.021251679,5,
EIGI,1619,2013-10-25,2020-04-01,6.43,1716905.4722309113,3888640.016555786,4,
EIGR,2496,2014-01-30,2023-12-28,9.91,219125.000461936,978011.5214109421,4,
EIM,5371,2002-08-28,2023-12-28,21.33,1417590.0279045105,1533167.9958343506,5,
EINC,2968,2012-03-14,2023-12-28,11.79,69765.0032043457,341317.67578125,5,
EIS,3967,2008-03-28,2023-12-28,15.75,707080.5141448975,791661.0145568848,5,
EIX,12776,1973-05-03,2023-12-28,50.65,113355163.16604614,19479584.468841553,7,
EJAN,123,2020-01-02,2020-07-02,0.5,128304.00123596193,128304.00123596193,5,
EJUL,1,2020-07-02,2020-07-02,0.0,444729.8590393067,444729.8590393067,0,
EKAR,508,2018-02-13,2020-07-02,2.38,6388.950061798096,7279.199981689453,8,
EKSO,1562,2014-01-17,2020-04-01,6.2,305531.9948196412,401895.00732421875,4,
EL,7077,1995-11-17,2023-12-28,28.11,334157670.1690674,,5,
ELA,8005,1992-03-18,2023-12-28,31.78,178855.99505901337,18655.998992919922,7,
ELAN,440,2018-09-20,2020-06-19,1.75,99631333.73641968,91011589.71920013,4,
ELAT,113,2020-01-23,2020-07-02,0.44,1746107.9948425293,1746107.9948425293,4,
ELC,2413,2010-10-13,2020-07-02,9.72,120793600.0,316493133.0,11,
ELD,3371,2010-08-09,2023-12-28,13.39,211257.99674987793,1780514.9002075195,5,
ELF,1829,2016-09-22,2023-12-28,7.26,97758768.85910034,11993346.201324463,4,
ELGX,6050,1996-06-20,2020-07-02,24.03,397764.4962966442,577369.0073490143,7,
ELJ,57,2017-11-27,2020-07-02,2.6,449.1960124075413,449.1960124075413,395,
ELLO,6205,1995-10-06,2020-06-30,24.73,10713.499927520752,9624.000549316406,7,
ELMD,3367,2010-08-13,2023-12-28,13.37,107851.49917602539,58320.00102996826,5,
ELOX,6302,1998-12-11,2023-12-28,25.05,115280.10938382149,0.0,7,
ELP,6648,1997-07-30,2023-12-28,26.41,3204359.786344528,4191044.4868564606,7,
ELS,6825,1993-02-25,2020-04-01,27.1,38697212.49847412,5887395.944976807,7,
ELSE,9789,1981-06-09,2020-07-02,39.06,2904.0000915527344,1980.0000190734863,92,
ELTK,6779,1997-01-22,2023-12-28,26.93,159319.50149536133,16800.0,7,
ELU,1791,2013-05-23,2020-07-02,7.11,112933.00046920776,177776.0025024414,4,
ELVT,753,2017-04-06,2020-07-02,3.24,486022.00260162354,827295.9770202637,92,
ELY,7140,1992-02-28,2020-07-02,28.34,17773759.797668457,8017221.527385712,7,
EMAG,1,2020-07-02,2020-07-02,0.0,11302.200210571289,11302.200210571289,0,
EMAN,5081,2000-01-21,2020-04-01,20.19,30830.999772250652,90850.00109672546,7,
EMB,4034,2007-12-19,2023-12-28,16.02,472366212.3641968,139701516.02630615,5,
EMBD,21,2020-06-03,2020-07-02,0.08,2369640.0833129883,2369640.0833129883,3,
EMCF,5303,1999-03-08,2020-04-01,21.07,22882.99903869629,0.0,7,
EMD,5051,2003-12-04,2023-12-28,20.07,1442898.9902496338,1820847.9564666748,5,
EMDV,1995,2016-01-27,2023-12-28,7.92,23357.999801635742,57939.99862670898,4,
EME,7294,1995-01-10,2023-12-28,28.96,53037253.551483154,11402758.428382874,7,
EMF,8406,1987-02-26,2020-07-02,33.35,524087.9997253418,623912.5,7,
EMFM,1363,2015-01-02,2020-07-02,5.5,37079.50048446655,63612.00141906738,6,
